Name,latitude,longitude,total_weight,total_quantity,user_id,types,skills,locality_key,delivery_preference,priority,area_id,return_weight_used
Nishmika Catering Service,12.911473964582527,77.44200501590967,53.2,5,10893,,delivery,560074#chellagata-bengaluru_karnataka,10,18,5143,false
Sri Gangaparameshwari grandige and provision store,12.900181164507234,77.48781647533178,142,6,7744,,delivery,560060#kodipalya-bengaluru_karnataka,10,,,false
Happy Home Super Mart,12.900569745957673,77.48752914369106,90,5,8269,,delivery,560060#kodipalya-bengaluru_karnataka,10,18,5143,false
near by store,12.8732092,77.4352359,130,5,9972,,delivery,560074#kumbalgodu-bengaluru_karnataka,10,18,5143,false
V Mart,12.8747386,77.4793536,90,3,9226,,delivery,560060#h.gollahalli-bengaluru_karnataka,10,18,5143,false
Sri Lakshmi Ganapathi store,13.0305676,77.6532057,60,2,10525,medium,delivery,560043#hbrlayout-bengaluru_karnataka,10,29,5141,false
SLV RICE CORNER,13.0553917,77.6080058,453.6,16,8307,medium,delivery,560024#bhuvaneshwarinagara-bengaluru_karnataka,10,29,5141,false
SRI VENKATESHWARA PROVISION STORE,13.0570943,77.62809,212,8,8806,medium,delivery,560077#sampigehalli-bengaluru_karnataka,10,29,5141,false
SLN PROVISION STORE,13.056425,77.6303825,130,3,8812,medium,delivery,560077#sampigehalli-bengaluru_karnataka,10,29,5141,false
janatha store,13.0163683,77.6350408,130,5,10335,medium,delivery,560084#pillannagarden-bengaluru_karnataka,10,29,5141,false
Mubarak stores,13.0276446,77.6411365,70,4,9714,medium,delivery,560043#hbrlayout-bengaluru_karnataka,10,29,5141,false
D  ROEL CORNER  SUPERMARKET,13.0438432,77.6401146,161.2,6,10383,medium,delivery,560043#hbrlayout-bengaluru_karnataka,10,29,5141,false
Vaishnav provision store,13.033083,77.6349617,320,8,9562,medium,delivery,560043#hbrlayout-bengaluru_karnataka,10,29,5141,false
TAWAKAL RICE TRADERS,13.0445352,77.6395801,888,30,10002,medium,delivery,560043#hbrlayout-bengaluru_karnataka,10,29,5141,false
Vento Coliving,13.0228045,77.6488036,115,9,10500,medium,delivery,560043#hbrlayout-bengaluru_karnataka,10,29,5141,false
excellent provision store,13.1385638,77.4780646,103,8,8387,,delivery,560090#tharabanahalli-bengaluru_karnataka,10,26,1111,false
M B S Store,12.957228,77.541771,140,4,6557,,delivery,560026#bapujinagar-bengaluru_karnataka,10,26,1111,false
SRS provision  store,12.949799335903611,77.42359433323145,23.12,22,5404,,delivery,562130#honenahalli-bengaluru_karnataka,10,26,1111,false
Shri Mahadev Super Bazar,13.1384152,77.4741277,120,4,10738,,delivery,560088#hesaraghatta-bengaluru_karnataka,10,26,1111,false
Amit store,12.949297122219571,77.52927169203758,105,3,9375,,delivery,560039#nayandanahalli-bengaluru_karnataka,10,,,false
P.M Provision store,12.910996510551078,77.48332612216473,120,4,8068,,delivery,560060#bazarstreetkengeri-bengaluru_karnataka,10,,,false
Mahalakshmi provision store,12.9878176,77.4675202,2050,43,5281,,delivery,560091#gollarahatti-bengaluru_karnataka,10,,,false
Maruthi Meghana dose corner,12.9927882,77.5087377,312,12,10392,,delivery,560091#sunkadekatte-bengaluru_karnataka,10,,,false
Srinivasa traders,13.0104362,77.524028,290,11,5833,,delivery,560058#laggere-bengaluru_karnataka,10,,,false
Karnataka rice traders,13.056961,77.577954,286,11,6605,,delivery,560094#devinagar-bengaluru_karnataka,10,,,false
Sri nidhi traders,12.8040038,77.5064608,376,12,10006,,delivery,560082#kaggalipura-bengaluru_karnataka,10,,,false
Lakshmi Venkateshwara Provision store 3,12.9732207,77.4489434,520,20,8014,,delivery,560091#seegihalli-bengaluru_karnataka,10,,,false
Sri Ayyappa General Stores,12.9571058,77.5902234,340,12,10903,,delivery,560027#sudamnagar-bengaluru_karnataka,10,,,false
Shri Chowdeshwari pravision Store,12.9869941,77.5181521,260,10,5179,,delivery,560091#kottigepalya-bengaluru_karnataka,10,,,false
Murdeshwara Provision Store,12.898316684139507,77.52319782972336,98,5,7368,,delivery,560098#rajarajeshwarinagar-bengaluru_karnataka,10,,,false
Suggi Fresh,12.9003553,77.5231669,312,14,10020,,delivery,560098#rajarajeshwarinagar-bengaluru_karnataka,10,,,false
